district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Sivaganga,Manamadurai,Semi-Urban,11.624,77.5038,Cybercrime,5,Saturday,Evening,726,7.65,67.08,0.228,5,6,7.09,0,36-45,1.053,0.78,0.671,46.98,0.668,0.555,1
Coimbatore,Pollachi,Urban,8.9403,79.7219,Cybercrime,5,Tuesday,Afternoon,1294,5.28,89.71,0.24,19,25,5.76,0,60+,0.929,4.84,0.897,89.52,0.593,0.944,1
Tiruvannamalai,Arani,Semi-Urban,8.0536,76.5521,Assault,8,Monday,Night,466,14.12,71.84,0.774,6,14,5.5,0,26-35,1.003,1.34,0.718,46.9,0.306,0.478,0
Salem,Vazhapadi,Rural,9.3524,77.2603,Cybercrime,5,Sunday,Morning,483,5.52,70.07,0.134,7,15,2.95,0,36-45,1.069,3.37,0.701,33.54,0.434,0.742,1
Dharmapuri,Karimangalam,Rural,11.554,78.1284,Cybercrime,2,Sunday,Evening,634,8.04,66.4,0.614,3,10,7.74,0,46-60,1.023,2.83,0.664,51.19,0.896,0.338,0
Tirunelveli,Nanguneri,Semi-Urban,12.5105,76.919,Vandalism,2,Friday,Morning,261,9.37,65.14,0.22,5,4,0.71,0,18-25,1.056,2.76,0.651,69.5,0.816,0.698,1
Karur,Krishnarayapuram,Rural,12.0679,78.284,Fraud,5,Wednesday,Evening,611,10.87,78.52,0.454,4,14,5.73,0,46-60,1.081,3.69,0.785,57.41,0.244,0.35,1
Madurai,Melur,Urban,8.1374,79.3362,Theft,4,Sunday,Night,872,5.15,94.11,0.789,24,31,6.66,1,60+,0.933,3.48,0.941,78.6,0.624,0.683,1
Salem,Vazhapadi,Rural,9.9977,79.4775,Theft,3,Saturday,Morning,693,9.67,69.26,0.478,4,4,7.7,0,18-25,0.995,3.51,0.693,55.43,0.215,0.324,0
Chennai,Ambattur,Semi-Urban,8.0301,78.8587,Traffic Violation,6,Sunday,Evening,1428,6.74,91.77,0.427,20,26,6.26,0,46-60,0.936,4.58,0.918,82.51,0.789,0.877,0
Salem,Vazhapadi,Semi-Urban,9.9185,79.2042,Theft,8,Monday,Night,633,7.87,72.83,0.162,5,15,4.14,0,26-35,0.907,1.93,0.728,48.03,0.286,0.571,1
Tiruchirappalli,Musiri,Semi-Urban,12.8902,79.8029,Domestic Violence,1,Wednesday,Evening,780,11.22,70.8,0.398,8,12,7.53,0,60+,0.915,2.67,0.708,46.82,0.389,0.858,0
Karur,Aravakurichi,Rural,10.2473,77.0653,Vandalism,10,Tuesday,Afternoon,456,9.13,66.59,0.765,5,2,4.33,1,36-45,0.923,4.39,0.666,42.1,0.42,0.3,0
Madurai,Madurai South,Semi-Urban,8.3695,79.5325,Traffic Violation,10,Tuesday,Afternoon,1446,5.94,85.09,0.499,24,36,2.41,1,36-45,1.049,3.71,0.851,87.23,0.588,0.309,0
Kanchipuram,Madurantakam,Rural,13.1928,78.0326,Cybercrime,8,Monday,Night,722,5.61,84.08,0.759,8,10,0.8,0,60+,0.913,3.28,0.841,48.36,0.651,0.634,0
Ramanathapuram,Kamuthi,Rural,12.0418,79.1622,Traffic Violation,12,Saturday,Afternoon,750,10.86,78.15,0.722,5,6,2.03,1,36-45,0.941,2.47,0.781,34.99,0.265,0.404,1
Ramanathapuram,Paramakudi,Semi-Urban,9.6568,79.7517,Property Crime,3,Wednesday,Evening,346,9.96,83.98,0.266,2,8,2.56,0,36-45,1.001,2.88,0.84,34.2,0.275,0.305,1
Chennai,Chennai South,Semi-Urban,8.513,77.8,Theft,11,Monday,Night,1573,6.1,88.33,0.111,24,15,0.61,1,46-60,0.903,4.36,0.883,76.06,0.859,0.545,0
Chennai,Sholinganallur,Urban,12.9191,78.0692,Cybercrime,5,Wednesday,Morning,1290,4.06,91.7,0.251,13,26,5.37,0,36-45,1.092,1.26,0.917,86.21,0.864,0.445,1
Coimbatore,Pollachi,Urban,8.9431,80.0258,Fraud,10,Thursday,Evening,1806,5.7,90.57,0.655,20,26,1.57,1,36-45,1.017,1.1,0.906,85.56,0.632,0.825,1
Kanchipuram,Kanchipuram,Rural,10.6084,79.6347,Vandalism,12,Sunday,Morning,274,12.68,72.74,0.523,8,7,3.98,1,26-35,0.957,1.47,0.727,36.01,0.244,0.812,1
Ramanathapuram,Ramanathapuram,Rural,13.4146,77.7434,Burglary,11,Monday,Night,320,6.43,66.97,0.658,7,12,5.65,1,26-35,0.963,4.84,0.67,41.7,0.695,0.521,1
Tirunelveli,Palayamkottai,Rural,11.476,80.1921,Domestic Violence,7,Tuesday,Afternoon,328,11.63,75.06,0.741,8,6,3.26,0,26-35,1.029,3.34,0.751,54.67,0.684,0.704,1
Sivaganga,Devakottai,Rural,12.2445,77.4693,Domestic Violence,11,Sunday,Morning,727,14.24,69.98,0.356,5,6,5.11,1,60+,1.098,2.8,0.7,67.67,0.45,0.591,0
Chennai,Ambattur,Urban,8.1922,77.001,Theft,8,Tuesday,Morning,804,3.34,85.76,0.638,18,37,4.67,0,46-60,0.953,1.73,0.858,75.45,0.57,0.307,1
Tiruchirappalli,Lalgudi,Rural,12.4222,77.5326,Assault,8,Monday,Evening,669,10.66,69.64,0.383,4,2,1.98,0,36-45,1.035,2.58,0.696,63.0,0.564,0.784,0
Erode,Gobichettipalayam,Semi-Urban,11.065,80.252,Property Crime,11,Saturday,Evening,479,11.21,65.61,0.63,8,14,7.55,1,26-35,1.069,4.06,0.656,47.84,0.668,0.747,1
Cuddalore,Panruti,Rural,12.4638,78.154,Burglary,9,Saturday,Night,419,5.18,74.21,0.795,5,15,7.91,0,26-35,1.029,1.94,0.742,44.4,0.277,0.388,1
Krishnagiri,Hosur,Rural,10.6622,76.7142,Fraud,11,Thursday,Night,669,11.21,81.24,0.128,2,10,5.69,1,18-25,0.986,1.07,0.812,31.98,0.319,0.448,0
Namakkal,Rasipuram,Semi-Urban,11.8321,79.8465,Theft,11,Monday,Night,668,12.2,66.63,0.156,3,7,4.98,1,60+,0.926,1.73,0.666,66.48,0.86,0.878,0
Chennai,Chennai Central,Semi-Urban,12.837,78.8112,Cybercrime,5,Wednesday,Afternoon,1104,6.88,91.73,0.285,9,40,1.75,0,26-35,1.043,1.91,0.917,86.16,0.431,0.669,0
Namakkal,Kolli Hills,Semi-Urban,12.2955,78.0415,Burglary,6,Monday,Night,512,12.32,76.14,0.356,3,10,6.69,0,18-25,0.919,1.2,0.761,32.49,0.487,0.71,1
Coimbatore,Pollachi,Urban,10.0544,79.771,Traffic Violation,12,Thursday,Night,858,4.05,89.48,0.361,24,34,5.26,1,26-35,1.003,2.66,0.895,78.19,0.843,0.671,1
Dharmapuri,Karimangalam,Rural,11.5806,77.5131,Cybercrime,10,Thursday,Afternoon,446,5.43,83.54,0.176,3,9,6.4,1,26-35,1.029,4.5,0.835,42.33,0.347,0.364,0
Madurai,Madurai North,Urban,10.2998,79.3077,Burglary,4,Tuesday,Morning,1235,6.64,91.25,0.693,9,39,2.93,1,26-35,1.074,2.69,0.912,80.62,0.403,0.883,1
Namakkal,Tiruchengode,Rural,8.9295,79.5241,Cybercrime,11,Friday,Evening,217,13.38,81.73,0.407,8,2,3.57,1,26-35,1.068,3.95,0.817,51.56,0.538,0.864,0
Erode,Modakurichi,Rural,10.6373,79.86,Domestic Violence,7,Friday,Afternoon,460,12.7,69.29,0.75,8,6,4.85,0,36-45,0.915,4.27,0.693,57.31,0.587,0.309,0
Namakkal,Kolli Hills,Rural,8.4316,77.1707,Fraud,10,Monday,Night,562,10.12,66.58,0.371,5,11,3.78,1,36-45,1.051,0.68,0.666,36.01,0.304,0.322,0
Krishnagiri,Denkanikottai,Urban,11.5643,77.9703,Property Crime,3,Thursday,Evening,728,13.85,70.13,0.443,6,6,1.72,0,46-60,0.969,2.31,0.701,55.38,0.265,0.692,1
Sivaganga,Sivaganga,Rural,10.6945,78.5408,Burglary,1,Friday,Evening,222,5.71,65.3,0.289,6,13,2.33,0,60+,1.07,4.86,0.653,69.99,0.275,0.333,0
Karur,Krishnarayapuram,Semi-Urban,8.4555,76.283,Fraud,12,Friday,Evening,583,9.53,79.26,0.67,2,6,3.4,1,60+,0.982,3.63,0.793,63.18,0.374,0.946,1
Villupuram,Gingee,Rural,10.2247,76.9963,Burglary,7,Monday,Evening,608,8.37,69.05,0.505,3,13,7.02,0,18-25,0.909,1.73,0.69,45.61,0.468,0.509,1
Thoothukudi,Ottapidaram,Rural,9.3975,80.039,Domestic Violence,2,Sunday,Afternoon,486,8.31,76.73,0.664,5,13,6.03,0,60+,0.959,1.9,0.767,46.79,0.708,0.838,1
Villupuram,Sankarapuram,Semi-Urban,8.7488,77.522,Theft,11,Tuesday,Night,666,10.34,69.14,0.767,7,5,7.47,1,36-45,1.025,1.38,0.691,61.65,0.543,0.655,0
Coimbatore,Sulur,Urban,12.3516,78.6203,Cybercrime,3,Saturday,Morning,1047,4.47,86.72,0.158,14,37,3.59,0,46-60,0.992,2.37,0.867,82.6,0.756,0.631,1
Tiruchirappalli,Musiri,Rural,11.9597,77.959,Theft,10,Saturday,Night,557,8.69,77.26,0.728,4,13,2.09,1,18-25,0.981,0.61,0.773,34.35,0.551,0.892,0
Vellore,Vellore,Rural,10.0826,78.1856,Fraud,5,Monday,Night,370,9.29,72.04,0.522,8,11,6.69,0,46-60,1.041,1.88,0.72,69.65,0.795,0.388,1
Thoothukudi,Vilathikulam,Urban,12.7735,76.6183,Assault,10,Thursday,Evening,393,5.57,69.25,0.447,3,3,4.55,1,60+,1.049,4.98,0.692,44.97,0.587,0.802,1
Ramanathapuram,Kadaladi,Rural,13.2144,76.6946,Cybercrime,7,Tuesday,Afternoon,630,8.05,78.6,0.105,5,14,5.87,0,26-35,1.069,3.71,0.786,56.61,0.672,0.681,0
Vellore,Pernambut,Rural,10.2705,79.803,Fraud,8,Monday,Evening,573,6.21,68.28,0.3,4,3,6.45,0,26-35,1.065,2.77,0.683,49.9,0.515,0.909,1
Dindigul,Nilakottai,Semi-Urban,11.4733,78.5635,Burglary,11,Thursday,Night,200,11.81,80.31,0.647,8,5,5.32,1,46-60,1.057,1.85,0.803,63.29,0.852,0.43,1
Cuddalore,Vridhachalam,Semi-Urban,11.4543,77.0023,Drug Offense,7,Wednesday,Evening,545,14.46,80.32,0.495,5,2,2.54,0,36-45,1.083,1.74,0.803,61.36,0.234,0.893,0
Erode,Bhavani,Semi-Urban,12.3688,76.9566,Vandalism,12,Saturday,Afternoon,257,5.44,70.11,0.489,3,12,1.57,1,18-25,1.096,0.66,0.701,31.36,0.318,0.825,1
Cuddalore,Cuddalore,Urban,11.6019,79.7579,Burglary,5,Friday,Night,774,10.47,71.82,0.438,3,15,5.89,0,36-45,0.964,3.62,0.718,33.79,0.753,0.331,0
Virudhunagar,Aruppukkottai,Urban,12.6059,77.2973,Traffic Violation,12,Tuesday,Night,399,10.66,71.21,0.132,2,4,2.93,1,26-35,1.079,4.09,0.712,54.25,0.354,0.92,1
Tirunelveli,Nanguneri,Urban,11.8486,76.8666,Burglary,9,Tuesday,Night,520,8.48,81.06,0.758,6,5,0.76,0,26-35,1.039,1.41,0.811,46.25,0.549,0.408,1
Tirunelveli,Tirunelveli,Rural,9.7533,79.8151,Burglary,10,Tuesday,Night,528,10.19,74.85,0.327,5,5,3.31,1,18-25,1.029,4.91,0.748,59.69,0.228,0.507,0
Kanchipuram,Madurantakam,Rural,10.488,76.228,Traffic Violation,3,Wednesday,Morning,488,5.77,65.83,0.766,2,11,1.56,0,46-60,1.07,4.77,0.658,61.17,0.614,0.492,1
Cuddalore,Chidambaram,Rural,12.2689,77.9936,Burglary,12,Sunday,Night,760,7.12,73.24,0.384,4,12,1.06,1,60+,0.932,2.78,0.732,58.23,0.365,0.828,1
Tiruchirappalli,Srirangam,Semi-Urban,8.5027,79.836,Cybercrime,7,Sunday,Night,288,5.45,76.33,0.701,4,14,1.87,0,26-35,0.946,3.09,0.763,45.7,0.81,0.695,1
Karur,Karur,Semi-Urban,11.3341,78.6125,Fraud,4,Sunday,Evening,226,11.89,72.18,0.448,8,2,6.8,1,26-35,0.93,1.34,0.722,57.97,0.688,0.786,1
Virudhunagar,Virudhunagar,Semi-Urban,8.7902,79.2077,Domestic Violence,6,Thursday,Evening,618,10.11,75.27,0.34,7,8,4.22,0,18-25,0.914,3.73,0.753,51.4,0.274,0.822,0
Dindigul,Dindigul,Semi-Urban,8.7199,79.9777,Drug Offense,5,Monday,Evening,790,7.2,69.78,0.273,7,2,7.54,0,18-25,0.919,1.55,0.698,43.2,0.281,0.691,1
Salem,Vazhapadi,Rural,9.5178,78.7663,Property Crime,10,Monday,Afternoon,497,14.51,65.35,0.108,3,14,0.56,1,26-35,1.093,3.62,0.653,69.63,0.219,0.886,0
Sivaganga,Sivaganga,Semi-Urban,8.0906,76.4139,Burglary,8,Friday,Night,764,13.49,75.03,0.602,4,6,6.71,0,26-35,1.006,2.26,0.75,40.05,0.855,0.594,0
Coimbatore,Sulur,Urban,9.4209,80.1261,Fraud,3,Tuesday,Afternoon,1175,6.85,94.84,0.559,9,36,2.12,0,26-35,1.043,1.76,0.948,72.84,0.79,0.469,1
Cuddalore,Cuddalore,Semi-Urban,12.6286,78.0344,Fraud,12,Thursday,Morning,683,10.05,77.45,0.476,5,14,1.2,1,18-25,1.097,4.5,0.774,33.92,0.482,0.524,0
Virudhunagar,Aruppukkottai,Semi-Urban,8.3761,78.3164,Burglary,9,Friday,Morning,236,12.4,66.55,0.465,7,4,7.05,0,18-25,0.957,2.36,0.665,41.54,0.297,0.727,0
Sivaganga,Karaikudi,Urban,9.724,79.8321,Burglary,4,Friday,Afternoon,653,14.74,66.53,0.568,3,10,2.14,1,26-35,1.016,3.91,0.665,68.64,0.661,0.342,1
Tiruchirappalli,Srirangam,Rural,9.5293,77.4228,Assault,6,Sunday,Evening,205,5.97,73.24,0.695,5,12,7.69,0,26-35,1.02,4.6,0.732,64.9,0.881,0.582,0
Virudhunagar,Virudhunagar,Rural,12.9829,77.8374,Burglary,10,Saturday,Morning,598,12.02,76.64,0.336,6,2,4.89,1,26-35,0.947,4.43,0.766,51.47,0.335,0.728,0
Ramanathapuram,Kamuthi,Semi-Urban,9.1728,79.5119,Vandalism,10,Sunday,Morning,405,9.02,75.31,0.307,5,14,6.46,1,18-25,0.915,1.73,0.753,53.51,0.556,0.461,1
Namakkal,Rasipuram,Rural,12.1122,79.9149,Property Crime,9,Wednesday,Evening,260,11.17,73.16,0.405,7,3,2.76,0,36-45,1.043,2.41,0.732,33.58,0.58,0.75,1
Thanjavur,Thiruvidaimarudur,Rural,12.3869,78.5207,Assault,12,Wednesday,Evening,248,12.31,70.98,0.504,5,5,6.92,1,60+,0.916,2.03,0.71,57.38,0.816,0.573,0
Krishnagiri,Denkanikottai,Semi-Urban,11.3829,77.7509,Theft,4,Saturday,Evening,252,11.63,81.07,0.524,7,11,0.85,1,26-35,1.025,3.4,0.811,38.1,0.509,0.517,0
Coimbatore,Coimbatore North,Semi-Urban,12.0715,78.4025,Burglary,8,Monday,Evening,1584,4.94,93.08,0.749,10,24,7.06,0,60+,1.019,1.9,0.931,79.41,0.657,0.413,0
Dindigul,Palani,Semi-Urban,8.8075,76.6778,Fraud,12,Monday,Night,365,8.55,68.48,0.307,5,13,4.0,1,18-25,0.947,4.31,0.685,62.73,0.622,0.664,1
Chennai,Chennai Central,Semi-Urban,11.7242,76.4607,Property Crime,3,Monday,Morning,1758,5.6,91.03,0.437,11,19,6.98,0,60+,1.001,2.94,0.91,70.18,0.572,0.584,0
Coimbatore,Coimbatore South,Urban,11.1654,79.6432,Property Crime,8,Friday,Morning,1667,3.77,89.26,0.391,22,31,1.97,0,36-45,1.015,1.93,0.893,70.83,0.821,0.656,0
Namakkal,Namakkal,Rural,8.4351,80.1342,Cybercrime,12,Saturday,Evening,722,7.71,65.93,0.684,5,4,1.09,1,26-35,1.027,3.43,0.659,64.12,0.786,0.911,0
Vellore,Pernambut,Rural,8.6054,80.2624,Fraud,10,Saturday,Afternoon,215,12.58,77.84,0.383,3,8,2.91,1,46-60,0.905,1.54,0.778,31.27,0.813,0.913,0
Vellore,Gudiyatham,Rural,13.0877,78.4837,Drug Offense,1,Tuesday,Evening,799,7.27,70.02,0.728,7,6,3.04,0,60+,1.019,3.69,0.7,45.67,0.715,0.603,1
Villupuram,Tindivanam,Rural,10.8799,79.4879,Vandalism,10,Sunday,Evening,211,8.26,69.0,0.41,8,14,3.28,1,60+,0.957,2.92,0.69,38.78,0.851,0.565,0
Madurai,Thirumangalam,Urban,8.6032,79.3078,Property Crime,6,Wednesday,Night,1689,3.74,85.16,0.345,8,38,3.87,0,18-25,0.953,2.49,0.852,81.32,0.814,0.941,1
Vellore,Katpadi,Rural,9.9989,76.2237,Property Crime,1,Saturday,Morning,477,6.84,66.56,0.228,4,2,4.56,0,26-35,0.932,3.01,0.666,59.54,0.323,0.451,1
Thanjavur,Papanasam,Semi-Urban,10.2276,76.5878,Fraud,1,Thursday,Night,242,13.36,68.5,0.719,7,11,1.58,0,36-45,0.976,3.53,0.685,54.83,0.308,0.33,0
Vellore,Vellore,Semi-Urban,12.0561,76.6582,Drug Offense,3,Friday,Afternoon,593,9.97,70.66,0.362,8,10,6.28,0,18-25,0.99,2.61,0.707,64.09,0.241,0.66,1
Thanjavur,Pattukottai,Rural,8.3727,77.2749,Cybercrime,4,Monday,Evening,223,5.16,73.05,0.647,4,13,4.09,1,46-60,0.997,0.7,0.731,69.87,0.479,0.489,0
Madurai,Usilampatti,Semi-Urban,12.0259,76.7514,Drug Offense,9,Monday,Morning,1949,3.58,87.0,0.494,11,19,6.78,0,18-25,0.968,1.88,0.87,72.8,0.54,0.828,1
Thoothukudi,Vilathikulam,Rural,12.0521,79.5553,Burglary,1,Thursday,Night,715,8.84,73.59,0.175,6,11,5.84,0,46-60,0.997,1.59,0.736,49.39,0.857,0.592,0
Karur,Kadavur,Urban,11.9474,77.9519,Drug Offense,2,Wednesday,Night,201,5.76,68.96,0.261,4,12,6.02,0,46-60,0.931,3.88,0.69,50.48,0.294,0.604,1
Karur,Aravakurichi,Rural,8.6817,76.4699,Property Crime,7,Friday,Night,563,6.75,66.27,0.769,5,2,4.21,0,18-25,1.08,1.39,0.663,47.72,0.435,0.888,0
Tirunelveli,Palayamkottai,Semi-Urban,9.1436,76.0477,Fraud,8,Saturday,Morning,743,7.57,83.99,0.779,4,15,4.07,0,60+,0.902,2.75,0.84,41.81,0.617,0.605,0
Krishnagiri,Krishnagiri,Rural,11.5952,79.391,Cybercrime,7,Friday,Evening,546,6.09,80.72,0.132,5,12,1.35,0,46-60,0.977,1.4,0.807,57.89,0.67,0.571,1
Cuddalore,Chidambaram,Rural,12.8186,79.5611,Cybercrime,8,Friday,Night,658,14.15,81.73,0.395,5,10,2.83,0,26-35,0.935,1.16,0.817,43.49,0.398,0.582,0
Karur,Krishnarayapuram,Rural,9.7355,79.0209,Vandalism,9,Friday,Morning,800,9.36,66.59,0.736,2,13,2.83,0,36-45,0.93,4.32,0.666,35.83,0.255,0.806,0
Madurai,Melur,Urban,12.9367,79.629,Domestic Violence,2,Saturday,Evening,1023,7.82,92.55,0.507,13,31,3.55,0,26-35,1.07,1.88,0.925,76.27,0.562,0.396,1
Dindigul,Nilakottai,Semi-Urban,12.4558,77.1325,Drug Offense,1,Wednesday,Afternoon,513,12.62,74.11,0.281,4,7,5.2,0,36-45,1.063,0.73,0.741,30.82,0.65,0.936,1
Chennai,Chennai South,Semi-Urban,8.2861,80.1255,Traffic Violation,11,Saturday,Morning,1439,6.04,87.27,0.118,23,30,0.98,1,60+,1.059,0.55,0.873,80.21,0.501,0.341,0
Dharmapuri,Karimangalam,Rural,9.7412,78.7885,Traffic Violation,6,Sunday,Evening,387,6.51,82.35,0.363,2,15,3.15,0,46-60,0.943,3.41,0.824,50.97,0.235,0.707,0
Vellore,Arcot,Urban,12.7651,76.1541,Cybercrime,1,Monday,Evening,216,5.99,70.08,0.411,3,2,2.67,0,18-25,0.933,3.53,0.701,30.98,0.719,0.612,1
Krishnagiri,Denkanikottai,Rural,9.5177,79.615,Domestic Violence,11,Friday,Morning,203,11.91,66.88,0.249,4,4,6.84,1,26-35,1.067,3.18,0.669,42.34,0.738,0.459,0
Cuddalore,Vridhachalam,Semi-Urban,11.3769,76.98,Domestic Violence,5,Wednesday,Night,755,9.19,78.69,0.459,8,8,6.59,0,60+,1.016,4.97,0.787,51.37,0.789,0.456,1
Ramanathapuram,Mudukulathur,Rural,12.6496,78.4386,Burglary,2,Monday,Night,690,5.67,80.96,0.479,8,11,0.92,0,46-60,1.002,2.26,0.81,30.48,0.475,0.9,0
Kanchipuram,Uthiramerur,Semi-Urban,8.6879,77.088,Vandalism,11,Monday,Night,404,11.62,66.65,0.274,6,9,7.94,1,36-45,0.924,1.91,0.666,59.4,0.507,0.747,1
Erode,Anthiyur,Semi-Urban,11.5787,77.8923,Traffic Violation,11,Thursday,Evening,410,14.97,83.78,0.702,4,9,1.94,1,26-35,0.932,2.65,0.838,39.51,0.888,0.784,0
Dharmapuri,Dharmapuri,Rural,10.6076,79.7158,Theft,2,Saturday,Evening,720,14.57,84.67,0.468,7,3,7.71,0,36-45,0.987,1.17,0.847,37.37,0.3,0.495,0
Villupuram,Kallakurichi,Rural,10.3906,76.9735,Drug Offense,12,Monday,Afternoon,526,5.23,78.11,0.492,7,4,5.28,1,60+,0.922,4.38,0.781,35.98,0.555,0.634,0
Sivaganga,Devakottai,Semi-Urban,12.8691,78.6129,Drug Offense,2,Tuesday,Night,211,5.3,78.26,0.196,5,13,2.04,0,46-60,1.036,2.98,0.783,56.23,0.794,0.902,0
Thoothukudi,Srivaikuntam,Rural,9.9153,76.5555,Burglary,12,Tuesday,Evening,357,6.98,76.17,0.537,8,9,4.85,1,46-60,0.904,1.68,0.762,54.91,0.572,0.831,0
Dharmapuri,Palacode,Rural,8.0949,78.0503,Vandalism,12,Friday,Morning,354,8.1,80.18,0.62,3,3,2.85,1,26-35,0.913,3.01,0.802,48.17,0.371,0.854,0
Namakkal,Kolli Hills,Semi-Urban,10.367,78.1812,Assault,7,Wednesday,Afternoon,705,13.93,68.71,0.216,2,11,7.38,0,46-60,0.952,3.08,0.687,49.81,0.551,0.527,1
Tiruvannamalai,Vandavasi,Semi-Urban,12.6444,78.5278,Cybercrime,2,Tuesday,Night,761,5.42,68.68,0.394,4,9,0.92,0,26-35,0.903,2.51,0.687,39.64,0.709,0.332,0
Madurai,Madurai North,Urban,9.8283,76.3577,Theft,1,Friday,Morning,1697,7.23,94.17,0.115,18,30,1.76,0,18-25,1.095,4.51,0.942,70.43,0.322,0.845,0
Erode,Erode,Rural,8.5699,77.0279,Fraud,11,Wednesday,Evening,762,7.36,74.49,0.142,7,6,3.21,1,18-25,0.989,2.41,0.745,57.4,0.493,0.514,0
Vellore,Katpadi,Rural,10.552,78.8869,Vandalism,2,Sunday,Afternoon,673,11.18,80.71,0.426,6,11,1.34,0,36-45,0.928,2.11,0.807,45.86,0.79,0.788,0
Erode,Modakurichi,Urban,12.1436,78.8515,Fraud,10,Friday,Night,250,8.73,72.34,0.541,3,11,4.88,1,60+,1.004,1.8,0.723,65.95,0.748,0.308,1
Cuddalore,Vridhachalam,Semi-Urban,11.6269,78.2209,Burglary,12,Monday,Night,308,5.95,70.54,0.769,3,8,0.71,1,26-35,0.964,4.93,0.705,57.74,0.858,0.462,0
Kanchipuram,Chengalpattu,Rural,9.8876,80.3233,Property Crime,4,Monday,Evening,640,10.45,69.58,0.154,7,7,5.34,1,36-45,0.986,3.67,0.696,66.08,0.697,0.663,1
Erode,Bhavani,Rural,10.0366,77.3367,Assault,7,Sunday,Afternoon,717,5.65,67.65,0.339,7,9,5.92,0,36-45,0.959,1.47,0.677,63.46,0.334,0.541,1
Vellore,Arcot,Semi-Urban,8.487,78.3522,Burglary,5,Tuesday,Night,748,9.32,70.46,0.605,6,11,4.62,0,18-25,1.032,3.47,0.705,44.44,0.379,0.326,1
Virudhunagar,Kariapatti,Rural,12.9151,77.4854,Cybercrime,4,Thursday,Evening,595,12.89,78.01,0.557,2,5,3.88,1,36-45,0.952,2.98,0.78,44.66,0.562,0.819,1
Ramanathapuram,Kadaladi,Semi-Urban,8.8252,77.3476,Cybercrime,11,Friday,Evening,675,14.55,75.95,0.65,3,9,5.49,1,26-35,1.071,4.91,0.76,52.82,0.76,0.397,1
Dindigul,Kodaikanal,Semi-Urban,11.6006,78.1907,Property Crime,12,Sunday,Night,396,11.63,67.87,0.163,7,8,3.0,1,36-45,0.936,3.1,0.679,58.64,0.798,0.31,1
Villupuram,Sankarapuram,Rural,9.6631,76.6847,Theft,9,Wednesday,Evening,537,8.86,76.2,0.299,5,11,5.77,0,36-45,0.989,3.99,0.762,52.14,0.678,0.863,1
Cuddalore,Panruti,Rural,13.2232,76.1508,Burglary,2,Wednesday,Night,206,6.5,68.76,0.431,8,13,2.86,0,36-45,1.064,1.92,0.688,57.46,0.848,0.52,0
Madurai,Melur,Urban,10.0105,77.411,Traffic Violation,4,Thursday,Morning,1604,6.15,91.49,0.467,18,25,5.72,1,36-45,1.03,2.04,0.915,73.12,0.77,0.591,0
Tirunelveli,Palayamkottai,Semi-Urban,10.4452,76.4966,Drug Offense,5,Sunday,Evening,260,9.68,72.89,0.37,5,10,3.86,0,26-35,0.961,3.36,0.729,69.35,0.751,0.838,0
Thoothukudi,Vilathikulam,Rural,10.3996,76.353,Assault,8,Monday,Afternoon,494,13.54,71.55,0.656,2,12,3.07,0,46-60,0.965,4.73,0.715,30.04,0.671,0.784,0
Namakkal,Kolli Hills,Rural,9.9022,76.9695,Traffic Violation,12,Thursday,Evening,380,6.84,71.55,0.237,6,11,3.14,1,36-45,0.969,4.25,0.715,33.17,0.747,0.675,0
Dharmapuri,Palacode,Rural,12.5096,77.4587,Traffic Violation,12,Saturday,Morning,432,7.76,71.32,0.713,2,14,6.81,1,60+,0.953,4.01,0.713,58.33,0.203,0.391,1
Sivaganga,Manamadurai,Rural,10.1398,78.5239,Burglary,4,Thursday,Evening,208,13.87,74.18,0.526,7,13,0.5,1,26-35,1.055,4.65,0.742,63.49,0.31,0.547,1
Thoothukudi,Ottapidaram,Rural,10.0883,78.6889,Theft,11,Friday,Night,659,12.67,72.89,0.613,8,6,0.89,1,36-45,0.938,3.74,0.729,66.32,0.472,0.364,1
Madurai,Madurai North,Semi-Urban,10.9479,78.07,Fraud,10,Tuesday,Evening,987,7.93,86.15,0.433,15,37,5.48,1,60+,0.946,0.62,0.862,72.04,0.824,0.791,0
Tirunelveli,Ambasamudram,Rural,8.6501,77.1504,Domestic Violence,3,Saturday,Afternoon,289,7.42,83.48,0.569,4,14,4.76,0,60+,1.02,0.66,0.835,35.95,0.324,0.603,1
Villupuram,Villupuram,Semi-Urban,8.0471,78.693,Cybercrime,8,Tuesday,Afternoon,225,7.91,75.07,0.467,8,10,2.03,0,36-45,0.9,2.28,0.751,52.31,0.359,0.4,0
Dharmapuri,Karimangalam,Rural,10.6028,76.1507,Property Crime,12,Wednesday,Afternoon,492,14.16,72.73,0.73,3,5,6.65,1,46-60,1.082,2.75,0.727,49.59,0.76,0.671,0
Karur,Aravakurichi,Semi-Urban,11.8505,78.5235,Assault,7,Friday,Morning,760,8.06,79.32,0.372,4,14,1.39,0,18-25,1.06,0.99,0.793,42.46,0.851,0.823,1
Salem,Salem,Semi-Urban,11.1872,76.8236,Burglary,4,Friday,Night,229,8.59,84.32,0.698,6,14,1.69,1,60+,1.019,2.65,0.843,34.45,0.235,0.738,0
