district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,weather,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Thoothukudi,Kovilpatti,Semi-Urban,10.4009,77.0933,Burglary,10,Wednesday,Evening,206,14.66,81.65,0.203,3,10,7.01,Cloudy,1,18-25,0.993,1.08,0.816,60.0,0.488,0.327,1
Tiruvannamalai,Vandavasi,Rural,13.1001,77.9048,Fraud,12,Wednesday,Afternoon,773,5.04,74.47,0.558,7,6,6.28,Rainy,1,26-35,0.975,4.62,0.745,47.38,0.222,0.661,0
Krishnagiri,Denkanikottai,Rural,12.9914,78.5535,Theft,4,Monday,Afternoon,796,12.41,84.98,0.278,5,11,7.66,Cloudy,1,36-45,1.04,4.52,0.85,45.11,0.263,0.657,1
Coimbatore,Mettupalayam,Urban,9.8506,78.0249,Theft,11,Tuesday,Evening,1254,6.63,92.46,0.296,22,17,3.3,Hot,1,46-60,1.033,2.4,0.925,87.97,0.309,0.342,0
Karur,Kulithalai,Semi-Urban,11.6419,78.433,Fraud,8,Thursday,Evening,439,11.7,79.04,0.237,6,5,4.37,Hot,0,26-35,1.034,3.93,0.79,61.49,0.435,0.793,0
Thoothukudi,Ottapidaram,Rural,12.124,76.0255,Assault,5,Friday,Morning,489,7.83,72.19,0.355,4,12,3.97,Cloudy,0,60+,1.015,2.67,0.722,43.8,0.692,0.623,0
Tiruchirappalli,Thuraiyur,Semi-Urban,11.4469,76.1137,Drug Offense,2,Sunday,Morning,794,8.41,67.52,0.511,4,14,1.99,Sunny,0,36-45,1.061,3.69,0.675,32.05,0.408,0.586,0
Sivaganga,Manamadurai,Rural,12.4689,80.39,Fraud,3,Monday,Night,574,10.97,83.18,0.724,5,10,4.44,Rainy,0,60+,1.038,1.59,0.832,61.94,0.311,0.306,0
Sivaganga,Manamadurai,Semi-Urban,12.002,76.1559,Domestic Violence,5,Wednesday,Evening,424,14.56,73.84,0.177,3,8,3.33,Sunny,0,60+,1.013,2.43,0.738,31.84,0.295,0.711,1
Cuddalore,Panruti,Rural,13.3452,80.0829,Vandalism,2,Saturday,Night,789,5.78,71.3,0.646,4,4,7.45,Sunny,0,60+,1.022,3.2,0.713,33.08,0.364,0.361,0
Thoothukudi,Kovilpatti,Semi-Urban,12.343,76.8415,Theft,5,Thursday,Night,405,10.74,69.0,0.295,2,12,2.33,Hot,0,18-25,0.983,3.08,0.69,37.86,0.623,0.375,0
Erode,Bhavani,Rural,10.1242,76.051,Property Crime,4,Wednesday,Morning,648,9.74,72.3,0.171,8,4,2.36,Rainy,1,18-25,0.986,2.52,0.723,44.39,0.546,0.628,1
Thanjavur,Kumbakonam,Semi-Urban,11.753,78.791,Domestic Violence,4,Monday,Evening,542,7.71,69.67,0.371,5,13,2.41,Hot,1,18-25,0.965,4.29,0.697,42.99,0.881,0.599,0
Coimbatore,Mettupalayam,Urban,10.6726,76.7396,Cybercrime,11,Monday,Afternoon,1853,5.77,90.24,0.599,18,39,2.62,Sunny,1,36-45,0.939,4.8,0.902,79.01,0.861,0.874,0
Virudhunagar,Rajapalayam,Rural,13.4885,76.8843,Vandalism,8,Wednesday,Night,779,5.23,79.67,0.184,4,3,6.65,Cloudy,0,46-60,1.082,1.91,0.797,40.5,0.578,0.741,1
Tirunelveli,Ambasamudram,Semi-Urban,12.9477,77.8085,Burglary,11,Sunday,Evening,435,9.35,71.35,0.292,4,6,1.66,Rainy,1,46-60,1.057,0.6,0.714,62.08,0.359,0.767,1
Krishnagiri,Pochampalli,Rural,10.0874,77.5862,Fraud,2,Thursday,Morning,291,10.92,65.6,0.699,2,5,1.0,Rainy,0,36-45,1.08,1.8,0.656,42.68,0.832,0.588,1
Coimbatore,Mettupalayam,Urban,9.6881,80.3682,Traffic Violation,12,Wednesday,Morning,1568,3.04,88.45,0.353,11,18,1.8,Hot,1,18-25,1.086,2.58,0.884,81.49,0.78,0.885,0
Sivaganga,Ilayangudi,Rural,11.0495,78.0895,Theft,3,Tuesday,Night,207,11.18,67.9,0.38,3,12,4.58,Cloudy,0,36-45,0.989,1.11,0.679,67.89,0.648,0.773,0
Tiruvannamalai,Polur,Semi-Urban,10.3698,76.1175,Drug Offense,6,Tuesday,Afternoon,651,10.99,81.18,0.339,5,5,1.74,Cloudy,0,46-60,1.079,4.51,0.812,64.07,0.543,0.329,0
Dindigul,Nilakottai,Rural,9.8101,78.3856,Theft,5,Tuesday,Night,541,11.53,82.04,0.676,4,9,2.11,Rainy,0,18-25,1.098,4.85,0.82,45.45,0.719,0.731,0
Erode,Gobichettipalayam,Rural,9.2082,77.4613,Assault,12,Monday,Night,359,8.23,75.22,0.599,6,13,0.96,Sunny,1,18-25,0.986,4.62,0.752,61.29,0.65,0.561,1
Erode,Erode,Rural,12.7269,78.3476,Fraud,8,Saturday,Morning,608,10.94,66.33,0.503,7,10,2.39,Sunny,0,36-45,0.946,1.31,0.663,36.09,0.56,0.772,0
Ramanathapuram,Kamuthi,Urban,10.8317,77.7827,Burglary,9,Wednesday,Night,729,6.1,76.39,0.64,4,10,7.1,Hot,0,60+,0.908,2.74,0.764,40.9,0.855,0.625,0
Madurai,Madurai South,Urban,8.6126,76.5744,Property Crime,2,Monday,Night,1767,7.4,85.5,0.387,19,16,1.7,Hot,0,60+,0.915,4.4,0.855,74.73,0.291,0.767,1
Villupuram,Tindivanam,Rural,9.1774,78.3109,Traffic Violation,2,Saturday,Night,434,8.29,67.67,0.781,8,7,2.29,Cloudy,0,60+,1.038,4.52,0.677,35.92,0.378,0.949,0
Coimbatore,Coimbatore North,Urban,10.4426,79.2321,Assault,1,Sunday,Evening,1666,4.91,86.94,0.256,24,19,7.4,Rainy,0,46-60,0.923,1.36,0.869,87.64,0.876,0.902,1
Krishnagiri,Krishnagiri,Urban,10.0679,79.7571,Theft,2,Friday,Morning,568,6.37,69.7,0.202,4,8,1.16,Cloudy,0,26-35,0.991,4.17,0.697,30.63,0.848,0.44,1
Thanjavur,Thanjavur,Rural,12.8777,76.5039,Traffic Violation,1,Sunday,Night,664,9.08,75.5,0.311,2,9,2.11,Sunny,0,60+,0.974,2.28,0.755,53.1,0.442,0.516,0
Villupuram,Villupuram,Rural,11.4545,79.6882,Burglary,6,Monday,Night,593,6.6,68.67,0.288,8,8,2.55,Cloudy,0,36-45,0.917,0.87,0.687,51.02,0.503,0.905,1
Vellore,Pernambut,Urban,9.7364,79.9955,Fraud,7,Thursday,Afternoon,749,10.43,77.72,0.182,3,4,0.67,Rainy,0,46-60,1.039,4.58,0.777,46.46,0.584,0.469,0
Cuddalore,Kattumannarkoil,Urban,8.8033,79.5881,Fraud,2,Thursday,Afternoon,389,14.17,73.15,0.218,3,11,3.52,Cloudy,0,46-60,1.047,0.67,0.732,66.35,0.868,0.772,0
Madurai,Madurai North,Urban,11.8489,76.1478,Burglary,11,Friday,Evening,900,4.18,93.81,0.464,15,33,5.78,Rainy,1,46-60,1.015,1.37,0.938,78.87,0.808,0.559,0
Thanjavur,Kumbakonam,Semi-Urban,9.4831,77.0339,Assault,12,Wednesday,Afternoon,302,11.27,65.01,0.443,8,2,7.44,Sunny,1,60+,0.945,3.86,0.65,54.79,0.741,0.882,1
Salem,Omalur,Semi-Urban,12.7336,77.3368,Cybercrime,3,Wednesday,Night,253,5.95,75.65,0.439,4,2,2.64,Sunny,0,26-35,0.948,4.66,0.757,31.95,0.489,0.354,1
Salem,Vazhapadi,Semi-Urban,13.0493,78.6268,Burglary,3,Monday,Night,670,13.09,77.4,0.176,6,11,5.49,Cloudy,0,26-35,0.997,4.73,0.774,61.17,0.886,0.784,0
Ramanathapuram,Mudukulathur,Semi-Urban,9.7137,77.485,Cybercrime,1,Wednesday,Night,610,9.99,83.61,0.53,5,10,3.96,Sunny,0,36-45,0.944,4.93,0.836,36.39,0.72,0.88,0
Namakkal,Kumarapalayam,Rural,11.6722,77.7486,Theft,3,Thursday,Night,204,10.56,77.02,0.62,2,4,0.61,Hot,0,46-60,1.006,2.3,0.77,47.0,0.378,0.337,0
Dindigul,Natham,Semi-Urban,9.321,78.9149,Traffic Violation,3,Tuesday,Night,328,7.53,82.77,0.177,7,7,1.72,Rainy,0,46-60,0.946,0.82,0.828,37.61,0.407,0.455,1
Vellore,Vellore,Rural,9.1963,76.1861,Drug Offense,1,Wednesday,Evening,225,10.33,65.49,0.205,8,9,2.64,Rainy,0,60+,0.911,2.61,0.655,39.57,0.216,0.725,1
Karur,Aravakurichi,Rural,12.6519,77.8347,Theft,2,Wednesday,Morning,696,13.79,76.98,0.769,6,5,6.51,Cloudy,0,46-60,0.941,4.43,0.77,66.34,0.345,0.668,0
Cuddalore,Kattumannarkoil,Rural,12.0899,80.0795,Vandalism,10,Wednesday,Evening,762,5.35,72.95,0.277,3,5,4.47,Sunny,1,26-35,1.071,3.62,0.729,40.31,0.353,0.613,0
Ramanathapuram,Ramanathapuram,Rural,11.1062,80.0468,Domestic Violence,11,Thursday,Evening,268,9.68,68.46,0.752,5,2,2.13,Hot,1,36-45,1.095,4.78,0.685,51.32,0.264,0.687,1
Sivaganga,Karaikudi,Rural,9.9408,79.7917,Domestic Violence,2,Thursday,Night,239,7.71,81.22,0.63,3,5,6.17,Sunny,0,46-60,1.017,1.63,0.812,62.22,0.618,0.722,1
Dharmapuri,Nallampalli,Rural,9.6434,78.8116,Fraud,8,Thursday,Evening,330,13.83,69.15,0.698,2,11,5.73,Rainy,0,46-60,1.049,1.48,0.692,36.78,0.351,0.494,0
Virudhunagar,Rajapalayam,Rural,12.4869,76.253,Assault,5,Thursday,Night,529,9.94,71.38,0.178,4,3,6.65,Sunny,0,26-35,0.931,4.79,0.714,51.55,0.507,0.347,0
Ramanathapuram,Kamuthi,Urban,8.6888,79.2007,Theft,4,Sunday,Night,735,13.65,83.5,0.693,8,3,4.32,Cloudy,1,36-45,0.967,3.25,0.835,61.93,0.616,0.692,1
Dharmapuri,Nallampalli,Rural,12.8177,80.0558,Cybercrime,4,Tuesday,Morning,304,14.04,73.61,0.386,2,12,1.97,Hot,1,18-25,1.026,0.72,0.736,67.13,0.624,0.516,1
Tirunelveli,Palayamkottai,Rural,9.2567,79.6637,Drug Offense,12,Sunday,Morning,335,5.76,75.38,0.197,2,10,5.82,Cloudy,1,26-35,1.047,1.01,0.754,50.43,0.76,0.826,0
Sivaganga,Karaikudi,Semi-Urban,10.5882,77.6538,Theft,2,Tuesday,Evening,347,13.6,67.48,0.295,7,5,3.3,Hot,0,26-35,1.098,3.67,0.675,51.32,0.284,0.69,1
Thanjavur,Pattukottai,Rural,8.6273,78.3833,Drug Offense,7,Monday,Afternoon,460,7.62,82.82,0.703,7,3,2.86,Cloudy,0,60+,1.01,3.23,0.828,62.43,0.286,0.65,0
Erode,Erode,Semi-Urban,11.0082,80.2521,Domestic Violence,8,Saturday,Night,407,14.5,79.31,0.475,6,12,6.06,Hot,0,60+,1.066,2.47,0.793,34.35,0.52,0.91,0
Thanjavur,Thanjavur,Semi-Urban,9.1905,76.6875,Traffic Violation,4,Friday,Morning,710,6.96,78.21,0.669,2,9,7.99,Hot,1,18-25,0.983,4.27,0.782,57.63,0.729,0.333,0
Dindigul,Dindigul,Rural,11.3066,79.572,Cybercrime,10,Sunday,Evening,644,6.09,67.86,0.769,4,13,2.24,Cloudy,1,46-60,0.999,3.03,0.679,59.21,0.508,0.629,0
Tiruvannamalai,Vandavasi,Rural,9.2288,76.7365,Theft,7,Tuesday,Morning,736,11.36,81.83,0.501,2,3,4.1,Cloudy,0,26-35,0.904,2.89,0.818,57.42,0.666,0.763,1
Salem,Salem,Semi-Urban,8.4971,78.1363,Theft,8,Monday,Evening,473,14.75,81.75,0.297,4,14,3.02,Cloudy,0,26-35,0.92,3.98,0.818,37.59,0.693,0.347,1
Tiruvannamalai,Cheyyar,Rural,11.6456,78.2385,Vandalism,5,Sunday,Evening,523,5.43,82.4,0.442,5,13,3.87,Sunny,0,26-35,0.979,0.65,0.824,63.65,0.375,0.404,0
Thoothukudi,Vilathikulam,Semi-Urban,9.9955,79.7944,Fraud,11,Sunday,Night,326,8.71,71.28,0.728,2,9,1.11,Rainy,1,46-60,1.068,1.63,0.713,60.87,0.542,0.725,1
Tiruvannamalai,Vandavasi,Rural,10.8787,76.6871,Vandalism,1,Saturday,Afternoon,496,13.78,72.41,0.71,5,7,2.71,Hot,0,46-60,1.071,1.35,0.724,43.88,0.479,0.608,1
Erode,Anthiyur,Rural,12.4585,77.8068,Burglary,3,Saturday,Night,766,14.14,83.21,0.324,7,10,7.84,Rainy,0,36-45,1.042,3.29,0.832,44.55,0.812,0.567,0
Virudhunagar,Rajapalayam,Rural,12.6528,76.6816,Theft,4,Tuesday,Night,557,7.75,71.62,0.518,7,13,7.14,Sunny,1,18-25,1.073,2.43,0.716,37.53,0.304,0.773,0
Tiruvannamalai,Cheyyar,Semi-Urban,8.0985,78.7621,Assault,7,Monday,Afternoon,695,7.98,81.6,0.515,3,3,6.9,Sunny,0,60+,1.092,1.87,0.816,61.04,0.868,0.779,0
Tiruchirappalli,Tiruchirappalli,Rural,9.5631,79.0942,Burglary,11,Wednesday,Evening,676,9.67,65.51,0.124,6,4,6.17,Rainy,1,36-45,0.968,1.91,0.655,39.83,0.509,0.486,0
Ramanathapuram,Kadaladi,Rural,12.6909,78.6041,Theft,4,Monday,Evening,404,11.89,65.17,0.615,5,12,7.78,Rainy,1,26-35,1.026,2.03,0.652,37.34,0.821,0.381,1
Karur,Aravakurichi,Rural,13.0631,78.2668,Theft,1,Thursday,Night,223,13.82,76.4,0.303,3,10,5.75,Sunny,0,46-60,1.069,1.34,0.764,52.92,0.4,0.701,1
Salem,Omalur,Rural,12.8986,78.3981,Property Crime,11,Wednesday,Morning,448,12.28,73.29,0.786,4,15,3.13,Hot,1,46-60,0.913,5.0,0.733,69.28,0.773,0.815,0
Villupuram,Sankarapuram,Rural,12.4481,76.2293,Burglary,7,Friday,Afternoon,549,6.11,80.32,0.499,4,5,4.63,Cloudy,0,36-45,1.035,1.66,0.803,64.87,0.44,0.312,1
Dharmapuri,Harur,Rural,10.7173,77.3072,Property Crime,12,Wednesday,Night,779,7.92,82.59,0.777,8,13,2.0,Rainy,1,36-45,1.006,0.98,0.826,34.67,0.593,0.643,1
Sivaganga,Sivaganga,Rural,12.26,77.6837,Burglary,7,Thursday,Morning,238,14.49,81.24,0.11,5,2,7.58,Rainy,0,18-25,1.071,0.79,0.812,62.48,0.4,0.924,0
Karur,Kulithalai,Rural,9.3174,76.1275,Traffic Violation,8,Friday,Night,552,5.05,67.41,0.668,6,11,0.56,Hot,0,26-35,0.984,4.22,0.674,30.79,0.364,0.406,0
Karur,Kulithalai,Rural,9.0465,78.8388,Traffic Violation,1,Wednesday,Night,457,12.27,75.76,0.421,2,5,0.92,Cloudy,0,18-25,0.951,3.73,0.758,68.51,0.693,0.47,1
Sivaganga,Ilayangudi,Semi-Urban,11.8884,77.0535,Property Crime,8,Wednesday,Night,447,14.69,81.3,0.727,4,11,5.29,Hot,0,36-45,1.063,2.21,0.813,37.63,0.312,0.583,1
Tiruvannamalai,Vandavasi,Rural,12.385,78.4596,Traffic Violation,7,Friday,Morning,541,9.79,67.29,0.354,8,7,1.71,Sunny,0,46-60,1.026,4.85,0.673,59.72,0.657,0.365,1
Coimbatore,Pollachi,Urban,8.1885,77.6863,Assault,3,Sunday,Evening,1301,3.78,92.78,0.285,18,19,0.61,Cloudy,0,26-35,0.973,2.63,0.928,71.14,0.481,0.696,0
Cuddalore,Panruti,Urban,12.8847,77.5702,Traffic Violation,6,Monday,Night,403,5.67,76.93,0.413,8,13,4.54,Hot,0,46-60,0.982,4.94,0.769,64.79,0.64,0.519,0
Namakkal,Kumarapalayam,Rural,10.7328,76.1422,Theft,2,Saturday,Evening,307,7.86,70.47,0.21,5,6,2.98,Sunny,0,26-35,0.924,3.1,0.705,64.36,0.33,0.521,1
Villupuram,Kallakurichi,Rural,8.9184,78.7585,Burglary,2,Saturday,Night,576,11.47,66.23,0.797,3,12,2.52,Cloudy,0,36-45,0.925,1.71,0.662,33.12,0.535,0.472,1
Salem,Vazhapadi,Rural,10.6874,79.5816,Fraud,6,Saturday,Morning,759,5.71,79.22,0.252,6,5,3.5,Sunny,0,36-45,1.005,1.49,0.792,61.85,0.888,0.794,0
Tiruvannamalai,Cheyyar,Rural,9.6341,78.0493,Domestic Violence,11,Monday,Afternoon,612,6.25,65.34,0.303,3,15,4.79,Cloudy,1,26-35,0.975,1.74,0.653,59.18,0.71,0.335,1
Kanchipuram,Uthiramerur,Rural,8.6721,77.8923,Theft,2,Monday,Night,489,6.12,71.42,0.16,7,3,2.65,Sunny,0,36-45,0.917,3.77,0.714,57.4,0.284,0.368,0
Dindigul,Natham,Semi-Urban,9.2521,78.7692,Traffic Violation,11,Monday,Night,711,10.06,72.63,0.155,6,6,1.15,Hot,1,46-60,0.999,3.36,0.726,40.91,0.596,0.843,0
Tiruvannamalai,Tiruvannamalai,Semi-Urban,12.0562,78.7803,Vandalism,5,Wednesday,Afternoon,524,11.19,81.34,0.406,6,14,4.03,Cloudy,0,18-25,0.981,0.6,0.813,35.49,0.507,0.752,0
Coimbatore,Sulur,Urban,13.2956,77.5483,Assault,9,Wednesday,Night,883,6.41,87.85,0.513,13,17,4.6,Cloudy,0,60+,0.961,4.43,0.879,89.83,0.73,0.749,1
Salem,Vazhapadi,Rural,12.8832,78.4148,Property Crime,1,Friday,Night,261,10.19,66.18,0.783,6,6,2.12,Rainy,0,26-35,0.999,3.06,0.662,43.82,0.875,0.39,0
Karur,Kulithalai,Rural,12.9793,76.9657,Fraud,12,Tuesday,Night,353,11.8,69.43,0.324,3,14,7.87,Hot,1,18-25,1.062,1.07,0.694,44.89,0.776,0.463,0
Thanjavur,Thiruvidaimarudur,Rural,11.9402,78.0316,Burglary,5,Tuesday,Morning,414,6.45,71.95,0.309,7,14,3.82,Hot,0,36-45,1.013,2.75,0.719,44.65,0.759,0.76,0
Coimbatore,Coimbatore North,Urban,9.8487,78.068,Property Crime,7,Tuesday,Afternoon,1363,6.96,89.21,0.205,15,17,3.95,Hot,0,46-60,0.973,1.54,0.892,80.71,0.406,0.331,0
Krishnagiri,Hosur,Urban,12.0329,78.8908,Traffic Violation,11,Wednesday,Evening,775,6.53,76.06,0.139,6,8,3.03,Rainy,1,60+,1.001,2.07,0.761,56.48,0.856,0.929,1
Virudhunagar,Aruppukkottai,Rural,13.0745,79.2907,Property Crime,7,Sunday,Morning,207,10.41,66.26,0.433,2,13,2.05,Hot,0,60+,0.98,1.95,0.663,57.0,0.57,0.856,0
Kanchipuram,Uthiramerur,Semi-Urban,8.7724,76.4367,Vandalism,10,Thursday,Evening,605,7.55,70.63,0.313,5,13,1.72,Cloudy,1,26-35,0.96,2.16,0.706,44.52,0.439,0.524,0
Krishnagiri,Krishnagiri,Semi-Urban,9.2853,78.6825,Burglary,8,Saturday,Morning,223,14.09,82.19,0.401,2,13,4.52,Sunny,0,46-60,0.971,1.18,0.822,58.11,0.513,0.645,0
Karur,Krishnarayapuram,Rural,8.4433,77.9743,Vandalism,5,Wednesday,Evening,794,8.73,71.4,0.135,8,7,5.51,Cloudy,0,46-60,0.977,4.94,0.714,68.12,0.619,0.712,1
Chennai,Chennai North,Urban,8.4514,76.2676,Domestic Violence,2,Wednesday,Night,1744,3.63,94.49,0.798,12,35,7.52,Cloudy,0,26-35,1.035,1.18,0.945,80.36,0.457,0.337,0
Thoothukudi,Thoothukudi,Rural,11.6272,76.3539,Cybercrime,6,Thursday,Morning,217,10.45,84.09,0.44,2,13,2.83,Hot,0,18-25,0.975,2.14,0.841,47.29,0.883,0.572,1
Thanjavur,Thanjavur,Rural,12.878,77.1807,Vandalism,2,Wednesday,Afternoon,576,6.6,71.56,0.396,8,11,7.81,Rainy,0,26-35,0.995,4.91,0.716,40.33,0.536,0.775,0
Namakkal,Rasipuram,Rural,12.3841,76.7583,Burglary,7,Thursday,Evening,608,6.05,71.25,0.515,2,2,4.7,Hot,0,46-60,0.966,0.87,0.712,62.03,0.584,0.433,0
Coimbatore,Coimbatore North,Urban,8.4596,79.9967,Property Crime,11,Tuesday,Afternoon,1553,5.54,94.45,0.328,10,17,6.74,Sunny,1,36-45,0.95,4.17,0.944,84.0,0.875,0.917,0
Kanchipuram,Uthiramerur,Rural,12.1575,79.5966,Vandalism,11,Thursday,Evening,428,5.88,79.82,0.387,2,14,6.49,Cloudy,1,60+,0.938,2.26,0.798,45.53,0.546,0.877,0
Villupuram,Gingee,Semi-Urban,8.4489,79.8503,Burglary,11,Wednesday,Morning,749,10.39,79.33,0.649,6,3,4.46,Rainy,1,18-25,1.058,2.13,0.793,50.81,0.857,0.914,1
Krishnagiri,Denkanikottai,Rural,12.8515,76.4097,Theft,7,Saturday,Evening,626,9.24,84.35,0.199,7,7,6.87,Hot,0,60+,0.992,2.61,0.843,31.83,0.285,0.683,1
Thanjavur,Papanasam,Rural,8.4146,78.3159,Drug Offense,3,Friday,Morning,573,6.66,82.11,0.3,6,4,2.95,Hot,0,60+,0.949,4.73,0.821,52.7,0.386,0.784,1
Madurai,Usilampatti,Urban,11.5685,77.9595,Domestic Violence,10,Monday,Night,1920,3.88,86.35,0.345,17,37,6.43,Sunny,1,60+,1.0,0.86,0.864,88.08,0.591,0.754,0
Coimbatore,Sulur,Urban,11.9772,76.2676,Traffic Violation,6,Friday,Night,1624,7.03,85.52,0.68,16,39,3.46,Hot,0,46-60,1.09,0.58,0.855,74.92,0.487,0.845,0
Sivaganga,Ilayangudi,Rural,9.8124,80.0323,Theft,3,Tuesday,Night,505,7.3,84.51,0.44,6,9,4.62,Rainy,0,26-35,1.09,2.83,0.845,35.98,0.894,0.648,1
Virudhunagar,Virudhunagar,Semi-Urban,9.9368,76.6681,Fraud,1,Sunday,Night,248,6.28,73.54,0.391,7,14,6.74,Hot,0,60+,1.085,4.63,0.735,58.38,0.418,0.935,0
Villupuram,Villupuram,Rural,8.0793,78.9394,Theft,10,Sunday,Evening,670,7.27,75.02,0.635,4,3,2.76,Cloudy,1,18-25,1.079,1.08,0.75,62.99,0.675,0.351,0
Tiruvannamalai,Tiruvannamalai,Semi-Urban,8.6193,80.4247,Burglary,8,Monday,Afternoon,430,13.04,73.07,0.721,4,3,2.88,Sunny,0,26-35,1.002,4.06,0.731,50.73,0.468,0.355,0
Virudhunagar,Virudhunagar,Rural,10.426,76.6138,Theft,5,Friday,Afternoon,657,10.25,78.5,0.641,3,12,0.57,Cloudy,0,18-25,1.024,3.69,0.785,45.54,0.424,0.696,0
Erode,Bhavani,Rural,9.8686,80.1993,Burglary,12,Saturday,Night,255,14.63,78.16,0.593,2,5,5.94,Sunny,1,46-60,0.987,0.73,0.782,48.47,0.522,0.416,1
Dindigul,Natham,Semi-Urban,11.4922,76.0596,Theft,10,Friday,Evening,631,12.07,81.75,0.114,7,9,6.1,Rainy,1,36-45,0.913,4.65,0.817,37.52,0.218,0.508,1
Tiruchirappalli,Musiri,Urban,12.186,77.4993,Theft,6,Saturday,Morning,553,10.17,79.56,0.34,6,13,5.9,Cloudy,0,26-35,0.947,1.05,0.796,45.22,0.698,0.721,0
Tiruvannamalai,Cheyyar,Semi-Urban,11.4427,78.964,Drug Offense,8,Monday,Afternoon,343,8.59,73.89,0.328,3,9,2.73,Hot,0,18-25,0.946,3.2,0.739,69.46,0.532,0.609,1
Thoothukudi,Srivaikuntam,Semi-Urban,11.5959,77.0799,Theft,12,Friday,Afternoon,548,9.27,66.49,0.605,4,11,2.46,Sunny,1,26-35,1.009,1.85,0.665,48.11,0.428,0.396,0
Coimbatore,Coimbatore South,Urban,8.7691,79.603,Fraud,7,Tuesday,Night,1915,3.05,94.79,0.575,12,19,3.3,Cloudy,0,18-25,0.957,3.53,0.948,81.49,0.43,0.688,0
Cuddalore,Kattumannarkoil,Urban,10.8274,79.8059,Domestic Violence,1,Tuesday,Morning,300,5.92,74.27,0.117,8,9,5.65,Rainy,0,26-35,0.944,4.87,0.743,58.66,0.352,0.464,0
Sivaganga,Sivaganga,Rural,8.9366,78.1123,Burglary,6,Sunday,Afternoon,475,9.35,76.48,0.394,4,2,3.12,Hot,0,46-60,1.082,3.61,0.765,48.98,0.638,0.76,0
Thoothukudi,Kovilpatti,Rural,12.8264,79.1341,Burglary,1,Thursday,Night,620,11.28,82.64,0.739,5,5,6.28,Rainy,0,18-25,0.925,2.47,0.826,50.23,0.296,0.453,0
Sivaganga,Karaikudi,Rural,9.3285,76.5411,Domestic Violence,6,Wednesday,Evening,488,10.28,73.43,0.675,2,5,4.43,Cloudy,0,18-25,0.933,2.48,0.734,49.12,0.868,0.601,1
Vellore,Gudiyatham,Rural,10.9889,76.1697,Vandalism,9,Tuesday,Afternoon,593,10.15,65.62,0.37,4,3,2.86,Cloudy,0,60+,0.945,4.84,0.656,51.58,0.633,0.447,0
Krishnagiri,Krishnagiri,Semi-Urban,9.2573,77.7303,Domestic Violence,12,Wednesday,Afternoon,513,5.39,75.63,0.692,6,14,5.99,Cloudy,1,18-25,0.995,1.31,0.756,34.15,0.24,0.791,0
Dindigul,Kodaikanal,Rural,11.9284,76.0994,Property Crime,6,Friday,Morning,378,8.33,67.7,0.492,4,9,7.38,Sunny,0,36-45,0.944,3.85,0.677,58.02,0.419,0.739,1
Cuddalore,Cuddalore,Urban,12.4322,77.5986,Cybercrime,3,Sunday,Morning,338,14.22,73.98,0.127,8,8,2.38,Cloudy,0,60+,0.99,2.63,0.74,42.17,0.202,0.548,0
Ramanathapuram,Kamuthi,Semi-Urban,12.8489,78.4252,Theft,4,Monday,Night,409,12.04,80.77,0.223,8,4,1.48,Sunny,1,46-60,1.015,1.6,0.808,31.4,0.69,0.34,1
Namakkal,Tiruchengode,Rural,8.8383,79.0305,Domestic Violence,1,Wednesday,Morning,683,10.54,67.27,0.487,7,11,3.25,Hot,0,46-60,1.084,2.85,0.673,37.7,0.256,0.796,0
Coimbatore,Coimbatore South,Urban,12.1042,76.2134,Domestic Violence,6,Sunday,Afternoon,861,7.79,91.96,0.411,24,36,4.46,Sunny,0,60+,0.927,3.02,0.92,76.02,0.698,0.541,1
Ramanathapuram,Paramakudi,Rural,11.7987,78.2715,Fraud,3,Friday,Evening,232,6.62,73.82,0.558,3,6,7.2,Cloudy,0,60+,1.038,4.91,0.738,47.22,0.659,0.62,0
Namakkal,Rasipuram,Rural,12.7457,79.8652,Domestic Violence,3,Sunday,Night,744,11.67,73.07,0.209,3,11,3.94,Cloudy,0,26-35,1.024,1.53,0.731,54.51,0.666,0.565,1
Coimbatore,Coimbatore South,Urban,12.6272,76.4318,Traffic Violation,2,Friday,Evening,1600,4.56,94.71,0.188,18,30,7.99,Sunny,0,60+,0.941,1.21,0.947,74.68,0.756,0.921,1
Kanchipuram,Uthiramerur,Urban,13.1497,76.8374,Vandalism,2,Saturday,Evening,500,10.46,82.8,0.486,3,14,6.4,Rainy,0,26-35,1.068,1.47,0.828,33.75,0.45,0.715,0
Tiruvannamalai,Polur,Semi-Urban,10.9471,76.8985,Domestic Violence,9,Friday,Morning,655,5.41,69.18,0.71,8,8,5.94,Hot,0,46-60,1.049,2.23,0.692,56.75,0.281,0.417,1
Salem,Sankagiri,Semi-Urban,12.6122,78.6808,Vandalism,9,Wednesday,Night,699,9.46,70.87,0.659,5,5,4.89,Sunny,0,18-25,1.014,1.84,0.709,34.49,0.692,0.349,1
Madurai,Melur,Semi-Urban,8.3447,79.0709,Cybercrime,2,Saturday,Night,855,4.86,85.36,0.44,11,39,0.72,Rainy,0,18-25,0.91,3.97,0.854,88.0,0.603,0.799,0
